INFO:     Will watch for changes in these directories: ['/home/niko/Proyectos/C_sol/Vyntra/backend']
INFO:     Uvicorn running on http://0.0.0.0:8000 (Press CTRL+C to quit)
INFO:     Started reloader process [7084] using WatchFiles
INFO:     Started server process [7144]
INFO:     Waiting for application startup.
[2026-06-08 11:27:10,309] INFO siee.core | siee core booting (Supabase)
[2026-06-08 11:29:49,151] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:49,503] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:49,855] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:50,206] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:50,558] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:50,911] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
INFO:     127.0.0.1:34392 - "POST /api/ai/student-tutor HTTP/1.1" 200 OK
[2026-06-08 11:29:51,263] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:51,615] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:51,966] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:52,319] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:52,672] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:53,025] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:53,376] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:53,730] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:54,082] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:54,434] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:54,790] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:55,142] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:55,495] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:55,609] DEBUG httpcore.connection | close.started
[2026-06-08 11:29:55,613] DEBUG httpcore.connection | close.complete
[2026-06-08 11:29:55,613] DEBUG httpcore.connection | connect_tcp.started host='fpombaziyombczyfdryt.supabase.co' port=443 local_address=None timeout=120 socket_options=None
[2026-06-08 11:29:55,713] DEBUG httpcore.connection | connect_tcp.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f9005e27690>
[2026-06-08 11:29:55,714] DEBUG httpcore.connection | start_tls.started ssl_context=<ssl.SSLContext object at 0x7f90067e39b0> server_hostname='fpombaziyombczyfdryt.supabase.co' timeout=120
[2026-06-08 11:29:55,847] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:55,886] DEBUG httpcore.connection | start_tls.complete return_value=<httpcore._backends.sync.SyncStream object at 0x7f9005e274d0>
[2026-06-08 11:29:55,887] DEBUG httpcore.http2 | send_connection_init.started request=<Request [b'GET']>
[2026-06-08 11:29:55,889] DEBUG httpcore.http2 | send_connection_init.complete
[2026-06-08 11:29:55,890] DEBUG httpcore.http2 | send_request_headers.started request=<Request [b'GET']> stream_id=1
[2026-06-08 11:29:55,892] DEBUG hpack.hpack | Adding (b':method', b'GET') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,892] DEBUG hpack.hpack | Encoding 2 with 7 bits
[2026-06-08 11:29:55,893] DEBUG hpack.hpack | Adding (b':authority', b'fpombaziyombczyfdryt.supabase.co') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,894] DEBUG hpack.hpack | Encoding 1 with 6 bits
[2026-06-08 11:29:55,895] DEBUG hpack.hpack | Encoding 23 with 7 bits
[2026-06-08 11:29:55,895] DEBUG hpack.hpack | Adding (b':scheme', b'https') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,896] DEBUG hpack.hpack | Encoding 7 with 7 bits
[2026-06-08 11:29:55,896] DEBUG hpack.hpack | Adding (b':path', b'/rest/v1/conversations?select=messages&id=eq.f7f4b94d-42b0-4ce6-bc5c-ba22a0c60427&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,897] DEBUG hpack.hpack | Encoding 4 with 6 bits
[2026-06-08 11:29:55,898] DEBUG hpack.hpack | Encoding 92 with 7 bits
[2026-06-08 11:29:55,898] DEBUG hpack.hpack | Adding (b'accept', b'*/*') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,899] DEBUG hpack.hpack | Encoding 19 with 6 bits
[2026-06-08 11:29:55,899] DEBUG hpack.hpack | Encoding 3 with 7 bits
[2026-06-08 11:29:55,900] DEBUG hpack.hpack | Adding (b'accept-encoding', b'gzip, deflate, zstd') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,901] DEBUG hpack.hpack | Encoding 16 with 6 bits
[2026-06-08 11:29:55,901] DEBUG hpack.hpack | Encoding 15 with 7 bits
[2026-06-08 11:29:55,902] DEBUG hpack.hpack | Adding (b'user-agent', b'python-httpx/0.28.1') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,903] DEBUG hpack.hpack | Encoding 58 with 6 bits
[2026-06-08 11:29:55,903] DEBUG hpack.hpack | Encoding 14 with 7 bits
[2026-06-08 11:29:55,904] DEBUG hpack.hpack | Adding (b'x-client-info', b'supabase-py/2.30.1') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,904] DEBUG hpack.hpack | Encoding 10 with 7 bits
[2026-06-08 11:29:55,905] DEBUG hpack.hpack | Encoding 13 with 7 bits
[2026-06-08 11:29:55,906] DEBUG hpack.hpack | Adding (b'x-supabase-client-platform', b'Linux') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,907] DEBUG hpack.hpack | Encoding 19 with 7 bits
[2026-06-08 11:29:55,909] DEBUG hpack.hpack | Encoding 4 with 7 bits
[2026-06-08 11:29:55,909] DEBUG hpack.hpack | Adding (b'x-supabase-client-platform-version', b'7.0.11-1-cachyos-bore') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,910] DEBUG hpack.hpack | Encoding 24 with 7 bits
[2026-06-08 11:29:55,911] DEBUG hpack.hpack | Encoding 15 with 7 bits
[2026-06-08 11:29:55,911] DEBUG hpack.hpack | Adding (b'x-supabase-client-runtime', b'python') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,912] DEBUG hpack.hpack | Encoding 18 with 7 bits
[2026-06-08 11:29:55,912] DEBUG hpack.hpack | Encoding 5 with 7 bits
[2026-06-08 11:29:55,913] DEBUG hpack.hpack | Adding (b'x-supabase-client-runtime-version', b'3.14.5') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,914] DEBUG hpack.hpack | Encoding 23 with 7 bits
[2026-06-08 11:29:55,914] DEBUG hpack.hpack | Encoding 5 with 7 bits
[2026-06-08 11:29:55,915] DEBUG hpack.hpack | Adding (b'apikey', b'eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6ImZwb21iYXppeW9tYmN6eWZkcnl0Iiwicm9sZSI6InNlcnZpY2Vfcm9sZSIsImlhdCI6MTc4MDA4MjM2MCwiZXhwIjoyMDk1NjU4MzYwfQ.hOA2efvOMFjcoFwfFNEoNNjIRSj-SUnsnyEGOm5wNfs') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,916] DEBUG hpack.hpack | Encoding 5 with 7 bits
[2026-06-08 11:29:55,917] DEBUG hpack.hpack | Encoding 176 with 7 bits
[2026-06-08 11:29:55,918] DEBUG hpack.hpack | Adding (b'authorization', b'Bearer eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpc3MiOiJzdXBhYmFzZSIsInJlZiI6ImZwb21iYXppeW9tYmN6eWZkcnl0Iiwicm9sZSI6InNlcnZpY2Vfcm9sZSIsImlhdCI6MTc4MDA4MjM2MCwiZXhwIjoyMDk1NjU4MzYwfQ.hOA2efvOMFjcoFwfFNEoNNjIRSj-SUnsnyEGOm5wNfs') to the header table, sensitive:True, huffman:True
[2026-06-08 11:29:55,918] DEBUG hpack.hpack | Encoding 23 with 4 bits
[2026-06-08 11:29:55,920] DEBUG hpack.hpack | Encoding 181 with 7 bits
[2026-06-08 11:29:55,921] DEBUG hpack.hpack | Adding (b'accept-profile', b'public') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,922] DEBUG hpack.hpack | Encoding 10 with 7 bits
[2026-06-08 11:29:55,923] DEBUG hpack.hpack | Encoding 5 with 7 bits
[2026-06-08 11:29:55,923] DEBUG hpack.hpack | Adding (b'content-profile', b'public') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,924] DEBUG hpack.hpack | Encoding 11 with 7 bits
[2026-06-08 11:29:55,924] DEBUG hpack.hpack | Encoding 5 with 7 bits
[2026-06-08 11:29:55,925] DEBUG hpack.hpack | Adding (b'cookie', b'__cf_bm=9iQ4f.i9u0y84_fThN5o8wVgOAcAuIiwuE02tFLBm.4-1780936030.7875392-1.0.1.1-c.SKKgjU0b4RFrwvzFL1HtA1iE7WbExwhNI_7ALU3omjFTwvDzF9ItGj6QCtcSistQ4I3dITncA.QxK53HqSBIBCUpeuIyyB_cen_fu8uNb8J3QzMknuxiNemJ5DdYmu') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:55,926] DEBUG hpack.hpack | Encoding 32 with 6 bits
[2026-06-08 11:29:55,927] DEBUG hpack.hpack | Encoding 161 with 7 bits
[2026-06-08 11:29:55,928] DEBUG hpack.hpack | Encoded header block to b'\x82A\x97\x96\xb3\xd3\x18\xfd\x9b\xd1\xe9\x8c\x9e\xfdK%\x9e\x92\xba-\xacq\x8d\x05\\\x87\x87D\xdcb\xc2\xa1,w\x0b\x04=]\xcbb\x06\x93\x1e\xa4\x7f\x88-\x05"`\xa4\xa8@\xe6*>\r$\x05\xec\xbc\xae\xca\xd4o\xb5"\xcd\n0,\xd1\n\xe2\xd1\x91\xb2-\x18\xc4!\x80\x8e\x01\xa1;\xf1j\x0bdF\x92\x02\xf6\\\x8eH\xe8Zlk\nR\x05f\x9ai\xb5\xa3q\xa0\xad!\x1b\x962\xbc\xd3\xf26\xcfS\x83\xf9c\xe7P\x8f\x9b\xd9\xab\xfaRB\xcb@\xd2_\xa5=\xa12\x7fz\x8e\xaf\xd2g=KN\x94\xd7\xe5\x80.\'\x97\x0f@\x8a\xf2\xb1(1jJ\xc6\xaaS\xff\x8dE\xb5\x8e1\xa0\xabW\xe9\x81.\xc8\x17\x0f@\x93\xf2\xb2-\xacq\x8d\x05X\x94\x18\xb5%j\xe8\x1ae=\x94\xff\x84\xcej\xad\xf3@\x98\xf2\xb2-\xacq\x8d\x05X\x94\x18\xb5%j\xe8\x1ae=\x94\xad\xdc\xb6 \xc7\xab\x8fup.\x10\xac\x15\x882O\xe8\xe8Z3\xd8_@\x92\xf2\xb2-\xacq\x8d\x05X\x94\x18\xb5%k-\xa9&\xa4\xbf\x85\xaf\xd2g=_@\x97\xf2\xb2-\xacq\x8d\x05X\x94\x18\xb5%k-\xa9&\xa4\xabw-\x881\xea\x85ep\xb4\xbb\x7f@\x85\x1df\xea__\xff1/\xac\xb3\xc7\x88\x86\xd4l\xb98{\xc8\x1d&\xc8\x8c\x95ml\x97\xb29\x93\xad\x7f\x9coe}r\xfa\xcbY\x19\xd0mF\xcb\xeeO\xcb\xb3\xf3\xa7\x0f\xbf\xdd\xd9\x11\x92\xac\xb4~\x9b#\x99)\xfd\xf1\x18\x82n\x7f\x95\xd6^O\xa7\x9d:\\//\xde\xa4\xaa\x80d7\x83\x12\x97\xd1\xfb\xbb#\x99*\xd3A*\xfd\xaf\x98\xb8\xcaJ_G\xee\xec\x88\xc9M\x13\xc9{#\x9a7\x91\xad\x17\xe1kGM\x02\xd1{\xc1\xbf\x7f\'\xf1\x93\xa1\xfdh\xbf\xd4:zpkG\xbe~%\xd8\xbc\xfa\xa1\x11e\xef\xabF\x1e\x84>\x1f\x12\xe1\xd3\x80\xfat\xf4\xc9\xb7wE\xb7p\xa9\x15z\xc1\x8bU-\xf8\xd3*?\x1f\x08\xff6\xbaQ\xd8[\x14/\xac\xb3\xc7\x88\x86\xd4l\xb98{\xc8\x1d&\xc8\x8c\x95ml\x97\xb29\x93\xad\x7f\x9coe}r\xfa\xcbY\x19\xd0mF\xcb\xeeO\xcb\xb3\xf3\xa7\x0f\xbf\xdd\xd9\x11\x92\xac\xb4~\x9b#\x99)\xfd\xf1\x18\x82n\x7f\x95\xd6^O\xa7\x9d:\\//\xde\xa4\xaa\x80d7\x83\x12\x97\xd1\xfb\xbb#\x99*\xd3A*\xfd\xaf\x98\xb8\xcaJ_G\xee\xec\x88\xc9M\x13\xc9{#\x9a7\x91\xad\x17\xe1kGM\x02\xd1{\xc1\xbf\x7f\'\xf1\x93\xa1\xfdh\xbf\xd4:zpkG\xbe~%\xd8\xbc\xfa\xa1\x11e\xef\xabF\x1e\x84>\x1f\x12\xe1\xd3\x80\xfat\xf4\xc9\xb7wE\xb7p\xa9\x15z\xc1\x8bU-\xf8\xd3*?@\x8a\x19\x08Z\xd2\xb5v\x1eSP_\x85\xae\xd8\xe81?@\x8b!\xeaIjJ\xd5\xd8yMA\x7f\x85\xae\xd8\xe81?`\xff"\x8a"K\x14t\xc0\xf9\xb65*\xe6~\xd0zy\xa8\xa5\xdf>\x96\xce\xf7\x8e3j\x84\x90\xdb\x90\xde-\xc0\x01\'\x0e{\xb4\xae\xd2\xc1u\xe0>\xcb\x80d\x0b\xba\xf3\xad\xb2\xf8\x96\n\xe0\\+\x85b/\xbb6i\xbap\x04mm\xc3g\x8e\xfe\xf0\xe7\x0e4\xc2\x13`w\x94x<\xf8\x9fNH\x9d\x87?\x06OOL;\xfcw\xbf\xef\x0b\xf9\x13\x8b\xa3\x9b/$\x9b\x8c\x84\xeck#2d\xdfQ!_g\x9c\xcd\xb3\x8f\xb6\xeb\xb9.\xde\xe1Ym\xc9\xeb\xd5\xd8\x88Z\xa2\x96\xd7\xad\xd3\x1b\xd9Y\xd9\xefGZ\xad\xf2m%\xa7+w\xe4\xe7M\xbf'
[2026-06-08 11:29:55,930] DEBUG httpcore.http2 | send_request_headers.complete
[2026-06-08 11:29:55,930] DEBUG httpcore.http2 | send_request_body.started request=<Request [b'GET']> stream_id=1
[2026-06-08 11:29:55,931] DEBUG httpcore.http2 | send_request_body.complete
[2026-06-08 11:29:55,931] DEBUG httpcore.http2 | receive_response_headers.started request=<Request [b'GET']> stream_id=1
[2026-06-08 11:29:56,006] DEBUG httpcore.http2 | receive_remote_settings.started
[2026-06-08 11:29:56,015] DEBUG httpcore.http2 | receive_remote_settings.complete return_value=<RemoteSettingsChanged changed_settings:{ChangedSetting(setting=3, original_value=None, new_value=100), ChangedSetting(setting=4, original_value=65535, new_value=65536), ChangedSetting(setting=5, original_value=16384, new_value=16777215)}>
[2026-06-08 11:29:56,193] DEBUG hpack.hpack | Decoding b'?\xe1\x1f\x88a\x96\xd0z\xbe\x94\x03\xcae\xb6\xa5\x04\x018\xa0\\\xb8\'\xee6\xe2\x98\xb4o_\x96\x1du\xd0b\r&=LtA\xea\xfbP\x93\x8e\xc4\x150Z\x99V{^\x84\x02\xc0c\xe7@\x85$\xabX?_\x8f\x18\x1e}\xa7Yy\xf2\xb2\'\x89\x1ck]\xd5\x8b@\x8a$\xab\x10d\x9c\xab!#M\xa8\x86\xbf\xcfL:2^Z\x83\x9b\xd9\xab]\xd6`\x87\xab\xb9l@\xd2c\xd4\x8f\xf0\xd2@^\xcb\xca\xec\xadF\xfbR,\xd0\xa3\x02\xcd\x10\xae-\x19\x1b"\xd1\x8cB\x18\x08\xe0\x1a\x13\xbf\x08-\x05"`\xa4\xa8@\xe6*>-Al\x88\xd2@^\xcb\x91\xc9\x1d\x0bM\x8daJ@\xac\xd3M6\xb4n4\x15\xa4#r\xc6W\x9a~F\xd9v\x87%\x07\xb6Ih\x1d\x85x\xa0\xa4~V\x1c\xc5\x81\x90\xb6\xcb\x80\x00>\xd45D\xa2\xd9\x0b\xba\xd8\xef\x9e\x91\x9a\xa4}\xa9]\x85\xa0\xe3\x93{\x8b\x84\x84-i[\x05D<\x86\xaao@\x90\xf2\xb1\x0fRKRVO\xaa\xca\xb1\xebI\x8fR?\x85\xa8\xe8\xa8\xd2\xcb@\x8b!\xeaIjJ\xd5\xd8yMA\x7f\x85\xae\xd8\xe81?@\x8dDkL4\x97\xc0\xfd-\xdc\xb6 \xc7\xab\x011@\x8aDkWa\xfa\x14\x89Z\xc2\xcb\x8f\x96\xb3\xd3\x18\xfd\x9b\xd1\xe9\x8c\x9e\xfdK%\x9e\x93@\x8aDkX^\xd6\x95\tX\xd2\x7f\x9a\x00_(\xde\x08V\x8eW\x1eY\xd1\xb8\xfa\xd1\xca\xcb\xab\t\xf7\xe3)_\x1b\xf2\xc9\'@\x8f\xf2\xb1j\xee\x7fK\r)-5\xa5b\x1e\xda\x93\x011@\x95\xf2\xb1j\xee\x7fK[Z\x13aGJ\xc8-\x9d\xccB\xac\x93R_\x012@\x85\x1d\tY\x1d\xc9\x90\x9d\x98?\x9b\x8d4\xcf\xf3\xf6\xa5#\x81\xe7\x1a\x00?'
[2026-06-08 11:29:56,194] DEBUG hpack.hpack | Decoded 4096, consumed 3 bytes
[2026-06-08 11:29:56,195] DEBUG hpack.table | Resizing header table to 4096 from 4096
[2026-06-08 11:29:56,195] DEBUG hpack.hpack | Decoded 8, consumed 1 bytes
[2026-06-08 11:29:56,196] DEBUG hpack.hpack | Decoded (b':status', b'200'), consumed 1
[2026-06-08 11:29:56,196] DEBUG hpack.hpack | Decoded 33, consumed 1 bytes
[2026-06-08 11:29:56,197] DEBUG hpack.hpack | Decoded 22, consumed 1 bytes
[2026-06-08 11:29:56,197] DEBUG hpack.hpack | Decoded (b'date', b'Mon, 08 Jun 2026 16:29:56 GMT'), total consumed 24 bytes, indexed True
[2026-06-08 11:29:56,198] DEBUG hpack.hpack | Decoded 31, consumed 1 bytes
[2026-06-08 11:29:56,198] DEBUG hpack.hpack | Decoded 22, consumed 1 bytes
[2026-06-08 11:29:56,199] DEBUG hpack.hpack | Decoded (b'content-type', b'application/json; charset=utf-8'), total consumed 24 bytes, indexed True
[2026-06-08 11:29:56,199] DEBUG watchfiles.main | 1 change detected: {(<Change.modified: 2>, '/home/niko/Proyectos/C_sol/Vyntra/backend/nohup.out')}
[2026-06-08 11:29:56,199] DEBUG hpack.hpack | Decoded 30, consumed 1 bytes
[2026-06-08 11:29:56,200] DEBUG hpack.hpack | Decoded 4, consumed 1 bytes
[2026-06-08 11:29:56,200] DEBUG hpack.hpack | Decoded (b'content-range', b'0-0/*'), total consumed 6 bytes, indexed True
[2026-06-08 11:29:56,201] DEBUG hpack.hpack | Decoded 5, consumed 1 bytes
[2026-06-08 11:29:56,201] DEBUG hpack.hpack | Decoded 15, consumed 1 bytes
[2026-06-08 11:29:56,202] DEBUG hpack.hpack | Decoded (b'cf-ray', b'a08947389e328cbb-BOG'), total consumed 23 bytes, indexed True
[2026-06-08 11:29:56,202] DEBUG hpack.hpack | Decoded 10, consumed 1 bytes
[2026-06-08 11:29:56,203] DEBUG hpack.hpack | Decoded 6, consumed 1 bytes
[2026-06-08 11:29:56,203] DEBUG hpack.hpack | Decoded (b'cf-cache-status', b'DYNAMIC'), total consumed 19 bytes, indexed True
[2026-06-08 11:29:56,203] DEBUG hpack.hpack | Decoded 26, consumed 1 bytes
[2026-06-08 11:29:56,204] DEBUG hpack.hpack | Decoded 3, consumed 1 bytes
[2026-06-08 11:29:56,204] DEBUG hpack.hpack | Decoded (b'content-encoding', b'gzip'), total consumed 5 bytes, indexed True
[2026-06-08 11:29:56,205] DEBUG hpack.hpack | Decoded 29, consumed 1 bytes
[2026-06-08 11:29:56,205] DEBUG hpack.hpack | Decoded 86, consumed 1 bytes
[2026-06-08 11:29:56,206] DEBUG hpack.hpack | Decoded (b'content-location', b'/conversations?id=eq.f7f4b94d-42b0-4ce6-bc5c-ba22a0c60427&select=messages&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53'), total consumed 88 bytes, indexed True
[2026-06-08 11:29:56,206] DEBUG hpack.hpack | Decoded 54, consumed 1 bytes
[2026-06-08 11:29:56,207] DEBUG hpack.hpack | Decoded 7, consumed 1 bytes
[2026-06-08 11:29:56,207] DEBUG hpack.hpack | Decoded (b'server', b'cloudflare'), total consumed 9 bytes, indexed True
[2026-06-08 11:29:56,208] DEBUG hpack.hpack | Decoded 56, consumed 1 bytes
[2026-06-08 11:29:56,208] DEBUG hpack.hpack | Decoded 32, consumed 1 bytes
[2026-06-08 11:29:56,209] DEBUG hpack.hpack | Decoded (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), total consumed 34 bytes, indexed True
[2026-06-08 11:29:56,209] DEBUG hpack.hpack | Decoded 59, consumed 1 bytes
[2026-06-08 11:29:56,209] DEBUG hpack.hpack | Decoded 11, consumed 1 bytes
[2026-06-08 11:29:56,210] DEBUG hpack.hpack | Decoded (b'vary', b'Accept-Encoding'), total consumed 13 bytes, indexed True
[2026-06-08 11:29:56,210] DEBUG hpack.hpack | Decoded 16, consumed 1 bytes
[2026-06-08 11:29:56,212] DEBUG hpack.hpack | Decoded 5, consumed 1 bytes
[2026-06-08 11:29:56,212] DEBUG hpack.hpack | Decoded (b'x-content-type-options', b'nosniff'), total consumed 24 bytes, indexed True
[2026-06-08 11:29:56,213] DEBUG hpack.hpack | Decoded 11, consumed 1 bytes
[2026-06-08 11:29:56,213] DEBUG hpack.hpack | Decoded 5, consumed 1 bytes
[2026-06-08 11:29:56,214] DEBUG hpack.hpack | Decoded (b'content-profile', b'public'), total consumed 19 bytes, indexed True
[2026-06-08 11:29:56,215] DEBUG hpack.hpack | Decoded 13, consumed 1 bytes
[2026-06-08 11:29:56,216] DEBUG hpack.hpack | Decoded 1, consumed 1 bytes
[2026-06-08 11:29:56,216] DEBUG hpack.hpack | Decoded (b'sb-gateway-version', <memory at 0x7f900606b400>), total consumed 17 bytes, indexed True
[2026-06-08 11:29:56,217] DEBUG hpack.hpack | Decoded 10, consumed 1 bytes
[2026-06-08 11:29:56,217] DEBUG hpack.hpack | Decoded 15, consumed 1 bytes
[2026-06-08 11:29:56,218] DEBUG hpack.hpack | Decoded (b'sb-project-ref', b'fpombaziyombczyfdryt'), total consumed 28 bytes, indexed True
[2026-06-08 11:29:56,218] DEBUG hpack.hpack | Decoded 10, consumed 1 bytes
[2026-06-08 11:29:56,219] DEBUG hpack.hpack | Decoded 26, consumed 1 bytes
[2026-06-08 11:29:56,220] DEBUG hpack.hpack | Decoded (b'sb-request-id', b'019ea811-bf68-7a69-bf37-299bee9a9fdd'), total consumed 39 bytes, indexed True
[2026-06-08 11:29:56,220] DEBUG hpack.hpack | Decoded 15, consumed 1 bytes
[2026-06-08 11:29:56,221] DEBUG hpack.hpack | Decoded 1, consumed 1 bytes
[2026-06-08 11:29:56,221] DEBUG hpack.hpack | Decoded (b'x-envoy-attempt-count', <memory at 0x7f900606b580>), total consumed 19 bytes, indexed True
[2026-06-08 11:29:56,221] DEBUG hpack.hpack | Decoded 21, consumed 1 bytes
[2026-06-08 11:29:56,222] DEBUG hpack.hpack | Decoded 1, consumed 1 bytes
[2026-06-08 11:29:56,222] DEBUG hpack.hpack | Decoded (b'x-envoy-upstream-service-time', <memory at 0x7f900606bac0>), total consumed 25 bytes, indexed True
[2026-06-08 11:29:56,223] DEBUG hpack.hpack | Decoded 5, consumed 1 bytes
[2026-06-08 11:29:56,223] DEBUG hpack.hpack | Decoded 16, consumed 1 bytes
[2026-06-08 11:29:56,224] DEBUG hpack.hpack | Decoded (b'alt-svc', b'h3=":443"; ma=86400'), total consumed 24 bytes, indexed True
[2026-06-08 11:29:56,225] DEBUG httpcore.http2 | receive_response_headers.complete return_value=(200, [(b'date', b'Mon, 08 Jun 2026 16:29:56 GMT'), (b'content-type', b'application/json; charset=utf-8'), (b'content-range', b'0-0/*'), (b'cf-ray', b'a08947389e328cbb-BOG'), (b'cf-cache-status', b'DYNAMIC'), (b'content-encoding', b'gzip'), (b'content-location', b'/conversations?id=eq.f7f4b94d-42b0-4ce6-bc5c-ba22a0c60427&select=messages&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53'), (b'server', b'cloudflare'), (b'strict-transport-security', b'max-age=31536000; includeSubDomains; preload'), (b'vary', b'Accept-Encoding'), (b'x-content-type-options', b'nosniff'), (b'content-profile', b'public'), (b'sb-gateway-version', b'1'), (b'sb-project-ref', b'fpombaziyombczyfdryt'), (b'sb-request-id', b'019ea811-bf68-7a69-bf37-299bee9a9fdd'), (b'x-envoy-attempt-count', b'1'), (b'x-envoy-upstream-service-time', b'2'), (b'alt-svc', b'h3=":443"; ma=86400')])
[2026-06-08 11:29:56,228] INFO httpx | HTTP Request: GET https://fpombaziyombczyfdryt.supabase.co/rest/v1/conversations?select=messages&id=eq.f7f4b94d-42b0-4ce6-bc5c-ba22a0c60427&user_id=eq.c6d7145a-2fc1-4445-b641-dc5fbe849d53 "HTTP/2 200 OK"
[2026-06-08 11:29:56,229] DEBUG httpcore.http2 | receive_response_body.started request=<Request [b'GET']> stream_id=1
[2026-06-08 11:29:56,232] DEBUG httpcore.http2 | receive_response_body.complete
[2026-06-08 11:29:56,233] DEBUG httpcore.http2 | response_closed.started stream_id=1
[2026-06-08 11:29:56,233] DEBUG httpcore.http2 | response_closed.complete
[2026-06-08 11:29:56,242] DEBUG httpcore.http2 | send_request_headers.started request=<Request [b'PATCH']> stream_id=3
[2026-06-08 11:29:56,244] DEBUG hpack.hpack | Adding (b':method', b'PATCH') to the header table, sensitive:False, huffman:True
[2026-06-08 11:29:56,244] DEBUG hpack.hpack | Encoding 2 with 6 bits
[2026-06-08 11:29:56,245] DEBUG hpack.hpack | Encoding 5 with 7 bits
